sample interval	   MLII
1887	-0.325
1888	-0.31
1889	-0.295
1890	-0.285
1891	-0.295
1892	-0.305
1893	-0.305
1894	-0.31
1895	-0.295
1896	-0.29
1897	-0.29
1898	-0.3
1899	-0.305
1900	-0.295
1901	-0.3
1902	-0.3
1903	-0.295
1904	-0.285
1905	-0.295
1906	-0.29
1907	-0.28
1908	-0.275
1909	-0.29
1910	-0.305
1911	-0.305
1912	-0.295
1913	-0.285
1914	-0.275
1915	-0.29
1916	-0.295
1917	-0.31
1918	-0.3
1919	-0.295
1920	-0.275
1921	-0.275
1922	-0.29
1923	-0.3
1924	-0.305
1925	-0.29
1926	-0.29
1927	-0.285
1928	-0.28
1929	-0.285
1930	-0.29
1931	-0.285
1932	-0.28
1933	-0.285
1934	-0.275
1935	-0.285
1936	-0.275
1937	-0.265
1938	-0.265
1939	-0.265
1940	-0.265
1941	-0.255
1942	-0.22
1943	-0.185
1944	-0.175
1945	-0.18
1946	-0.2
1947	-0.215
1948	-0.19
1949	-0.16
1950	-0.125
1951	-0.115
1952	-0.11
1953	-0.115
1954	-0.115
1955	-0.1
1956	-0.075
1957	-0.075
1958	-0.085
1959	-0.1
1960	-0.095
1961	-0.085
1962	-0.1
1963	-0.12
1964	-0.125
1965	-0.145
1966	-0.165
1967	-0.195
1968	-0.245
1969	-0.3
1970	-0.325
1971	-0.35
1972	-0.35
1973	-0.34
1974	-0.34
1975	-0.35
1976	-0.36
1977	-0.37
1978	-0.355
1979	-0.34
1980	-0.335
1981	-0.345
1982	-0.335
1983	-0.35
1984	-0.35
1985	-0.34
1986	-0.34
1987	-0.335
1988	-0.335
1989	-0.35
1990	-0.34
1991	-0.325
1992	-0.31
1993	-0.295
1994	-0.325
1995	-0.325
1996	-0.31
1997	-0.32
1998	-0.315
1999	-0.315
2000	-0.33
2001	-0.335
2002	-0.32
2003	-0.275
2004	-0.215
2005	-0.1
2006	0.01
2007	0.165
2008	0.34
2009	0.525
2010	0.705
2011	0.86
2012	0.98
2013	1.08
2014	1.18
2015	1.205
2016	1.155
2017	1.025
2018	0.88
2019	0.77
2020	0.685
2021	0.595
2022	0.48
2023	0.33
2024	0.22
2025	0.165
2026	0.09
2027	0.015
2028	-0.08
2029	-0.175
2030	-0.25
2031	-0.31
2032	-0.36
2033	-0.415
2034	-0.465
2035	-0.49
2036	-0.505
2037	-0.52
2038	-0.525
2039	-0.535
2040	-0.53
2041	-0.53
2042	-0.525
2043	-0.55
2044	-0.55
2045	-0.555
2046	-0.53
2047	-0.525
2048	-0.53
2049	-0.53
2050	-0.525
2051	-0.525
2052	-0.52
2053	-0.525
2054	-0.53
2055	-0.52
2056	-0.505
2057	-0.51
2058	-0.505
2059	-0.505
2060	-0.52
2061	-0.525
2062	-0.52
2063	-0.505
2064	-0.505
2065	-0.505
2066	-0.52
2067	-0.525
2068	-0.535
2069	-0.53
2070	-0.525
2071	-0.525
2072	-0.525
2073	-0.53
2074	-0.525
2075	-0.525
2076	-0.52
2077	-0.525
2078	-0.535
2079	-0.53
2080	-0.53
2081	-0.52
2082	-0.515
2083	-0.53
2084	-0.525
2085	-0.53
2086	-0.53
2087	-0.51
2088	-0.495
2089	-0.495
2090	-0.495
2091	-0.505
2092	-0.49
2093	-0.465
2094	-0.44
2095	-0.435
2096	-0.435
2097	-0.445
2098	-0.43
2099	-0.405
2100	-0.375
2101	-0.365
2102	-0.345
2103	-0.335
2104	-0.335
2105	-0.315
2106	-0.29
2107	-0.3
2108	-0.275
2109	-0.275
2110	-0.25
2111	-0.23
2112	-0.22
2113	-0.22
2114	-0.21
2115	-0.215
2116	-0.19
2117	-0.18
2118	-0.165
2119	-0.17
2120	-0.185
2121	-0.205
2122	-0.195
2123	-0.19
2124	-0.185
2125	-0.185
2126	-0.2
2127	-0.21
2128	-0.225
2129	-0.22
2130	-0.22
2131	-0.235
2132	-0.24
2133	-0.26
2134	-0.27
2135	-0.275
2136	-0.27
2137	-0.275
2138	-0.28
2139	-0.29
2140	-0.285
2141	-0.275
2142	-0.275
2143	-0.29
2144	-0.295
2145	-0.31
2146	-0.31
2147	-0.295
2148	-0.275
2149	-0.295
2150	-0.3
2151	-0.315
2152	-0.32
2153	-0.31
2154	-0.295
2155	-0.3
2156	-0.315
2157	-0.335
2158	-0.32
2159	-0.315
2160	-0.305
2161	-0.315
2162	-0.32
2163	-0.325
2164	-0.32
2165	-0.315
2166	-0.315
2167	-0.31
2168	-0.33
2169	-0.335
2170	-0.315
2171	-0.32
2172	-0.31
2173	-0.31
2174	-0.325
2175	-0.335
2176	-0.325
2177	-0.31
2178	-0.305
2179	-0.3
2180	-0.315
2181	-0.32
2182	-0.31
2183	-0.305
2184	-0.29
2185	-0.3
2186	-0.315
2187	-0.31
2188	-0.315
2189	-0.305
2190	-0.305
2191	-0.31
2192	-0.315
2193	-0.315
2194	-0.31
2195	-0.3
2196	-0.29
2197	-0.31
2198	-0.315
2199	-0.33
2200	-0.315
2201	-0.295
2202	-0.295
2203	-0.3
2204	-0.3
2205	-0.315
2206	-0.3
2207	-0.29
2208	-0.285
2209	-0.285
2210	-0.295
2211	-0.305
2212	-0.31
2213	-0.295
2214	-0.28
2215	-0.27
2216	-0.255
2217	-0.25
2218	-0.22
2219	-0.205
2220	-0.19
2221	-0.195
2222	-0.21
2223	-0.22
2224	-0.195
2225	-0.175
2226	-0.16
2227	-0.155
2228	-0.15
2229	-0.145
2230	-0.13
2231	-0.11
2232	-0.095
2233	-0.11
2234	-0.105
2235	-0.125
2236	-0.135
2237	-0.13
2238	-0.125
2239	-0.14
2240	-0.155
2241	-0.2
2242	-0.24
2243	-0.275
2244	-0.3
2245	-0.32
2246	-0.345
2247	-0.38
2248	-0.385
2249	-0.37
2250	-0.355
2251	-0.365
2252	-0.375
2253	-0.38
2254	-0.365
2255	-0.355
2256	-0.355
2257	-0.36
2258	-0.36
2259	-0.37
2260	-0.355
2261	-0.345
2262	-0.345
2263	-0.335
2264	-0.34
2265	-0.34
2266	-0.34
2267	-0.325
2268	-0.315
2269	-0.32
2270	-0.335
2271	-0.345
2272	-0.325
2273	-0.345
2274	-0.325
2275	-0.315
2276	-0.285
2277	-0.185
2278	-0.025
2279	0.165
2280	0.375
2281	0.595
2282	0.76
2283	0.945
2284	1.09
2285	1.2
2286	1.28
2287	1.255
2288	1.145
2289	0.995
2290	0.85
2291	0.73
2292	0.625
2293	0.47
2294	0.305
2295	0.175
2296	0.1
2297	0.035
2298	-0.06
2299	-0.145
2300	-0.235
2301	-0.29
2302	-0.335
2303	-0.385
2304	-0.435
2305	-0.46
2306	-0.49
2307	-0.495
2308	-0.51
2309	-0.525
2310	-0.535
2311	-0.54
2312	-0.535
2313	-0.555
2314	-0.56
2315	-0.53
2316	-0.52
2317	-0.52
2318	-0.525
2319	-0.54
2320	-0.53
2321	-0.525
2322	-0.52
2323	-0.52
2324	-0.515
2325	-0.525
2326	-0.515
2327	-0.5
2328	-0.5
2329	-0.505
2330	-0.51
2331	-0.53
2332	-0.53
2333	-0.51
2334	-0.51
2335	-0.505
2336	-0.505
2337	-0.51
2338	-0.53
2339	-0.51
2340	-0.5
2341	-0.505
2342	-0.515
2343	-0.525
2344	-0.52
2345	-0.5
2346	-0.495
2347	-0.495
2348	-0.515
2349	-0.52
2350	-0.525
2351	-0.51
2352	-0.51
2353	-0.51
2354	-0.5
2355	-0.5
2356	-0.49
2357	-0.48
2358	-0.485
2359	-0.47
2360	-0.46
2361	-0.465
2362	-0.45
2363	-0.435
2364	-0.42
2365	-0.415
2366	-0.41
2367	-0.41
2368	-0.4
2369	-0.36
2370	-0.34
2371	-0.33
2372	-0.31
2373	-0.31
2374	-0.3
2375	-0.275
2376	-0.255
2377	-0.235
2378	-0.23
2379	-0.235
2380	-0.21
2381	-0.19
2382	-0.175
2383	-0.16
2384	-0.16
2385	-0.16
2386	-0.165
2387	-0.17
2388	-0.18
2389	-0.175
2390	-0.185
2391	-0.205
2392	-0.205
2393	-0.2
2394	-0.21
2395	-0.22
2396	-0.225
2397	-0.25
2398	-0.25
2399	-0.25
2400	-0.26
2401	-0.26
2402	-0.27
2403	-0.295
2404	-0.285
2405	-0.26
2406	-0.26
2407	-0.27
2408	-0.275
2409	-0.305
2410	-0.3
2411	-0.295
2412	-0.295
2413	-0.29
2414	-0.285
2415	-0.3
2416	-0.305
2417	-0.3
2418	-0.295
2419	-0.3
2420	-0.31
2421	-0.315
2422	-0.315
2423	-0.305
2424	-0.3
2425	-0.305
2426	-0.3
2427	-0.32
2428	-0.32
2429	-0.315
2430	-0.32
2431	-0.325
2432	-0.32
2433	-0.33
2434	-0.33
2435	-0.32
2436	-0.305
2437	-0.31
2438	-0.315
2439	-0.32
2440	-0.315
2441	-0.305
2442	-0.3
2443	-0.305
2444	-0.305
2445	-0.33
2446	-0.32
2447	-0.305
2448	-0.3
2449	-0.305
2450	-0.295
2451	-0.3
2452	-0.325
2453	-0.305
2454	-0.29
2455	-0.295
2456	-0.3
2457	-0.315
2458	-0.32
2459	-0.31
2460	-0.305
2461	-0.3
2462	-0.31
2463	-0.32
2464	-0.31
2465	-0.305
2466	-0.295
2467	-0.295
2468	-0.31
2469	-0.315
2470	-0.32
2471	-0.31
2472	-0.31
2473	-0.305
2474	-0.31
2475	-0.305
2476	-0.305
2477	-0.29
2478	-0.26
2479	-0.25
2480	-0.24
2481	-0.25
2482	-0.235
2483	-0.22
2484	-0.21
2485	-0.225
2486	-0.22
2487	-0.225
2488	-0.18
2489	-0.16
2490	-0.145
2491	-0.125
2492	-0.135
2493	-0.125
2494	-0.11
2495	-0.105
2496	-0.11
2497	-0.115
2498	-0.135
2499	-0.155
2500	-0.155
2501	-0.17
2502	-0.175
2503	-0.195
2504	-0.235
2505	-0.28
2506	-0.325
2507	-0.33
2508	-0.345
2509	-0.36
2510	-0.375
2511	-0.38
2512	-0.375
2513	-0.38
2514	-0.38
2515	-0.38
2516	-0.39
2517	-0.375
2518	-0.355
2519	-0.355
2520	-0.35
2521	-0.345
2522	-0.345
2523	-0.35
2524	-0.345
2525	-0.34
2526	-0.33
2527	-0.325
2528	-0.335
2529	-0.34
2530	-0.34
2531	-0.32
2532	-0.31
2533	-0.325
2534	-0.32
2535	-0.335
2536	-0.34
2537	-0.32
2538	-0.315
2539	-0.275
2540	-0.195
2541	-0.05
2542	0.115
2543	0.315
2544	0.48
2545	0.67
2546	0.83
2547	0.955
2548	1.08
2549	1.165
2550	1.22
2551	1.2
2552	1.09
2553	0.93
2554	0.81
2555	0.72
2556	0.615
2557	0.44
2558	0.26
2559	0.125
2560	0.035
2561	-0.03
2562	-0.095
2563	-0.195
2564	-0.28
2565	-0.33
2566	-0.365
2567	-0.385
2568	-0.42
2569	-0.465
2570	-0.495
2571	-0.515
2572	-0.525
2573	-0.53
2574	-0.525
2575	-0.53
2576	-0.525
2577	-0.54
2578	-0.535
2579	-0.525
2580	-0.52
2581	-0.52
2582	-0.535
2583	-0.515
2584	-0.515
2585	-0.5
2586	-0.52
2587	-0.52
2588	-0.51
2589	-0.525
2590	-0.52
2591	-0.495
2592	-0.49
2593	-0.52
2594	-0.51
2595	-0.515
2596	-0.51
2597	-0.505
2598	-0.505
2599	-0.51
2600	-0.5
2601	-0.515
2602	-0.52
2603	-0.515
2604	-0.515
2605	-0.525
2606	-0.51
2607	-0.52
2608	-0.505
2609	-0.5
2610	-0.5
2611	-0.51
2612	-0.51
2613	-0.51
2614	-0.51
2615	-0.5
2616	-0.5
2617	-0.5
2618	-0.5
2619	-0.495
2620	-0.485
2621	-0.455
2622	-0.46
2623	-0.44
2624	-0.46
2625	-0.455
2626	-0.435
2627	-0.405
2628	-0.4
2629	-0.395
2630	-0.4
2631	-0.4
2632	-0.37
2633	-0.345
2634	-0.325
2635	-0.315
2636	-0.305
2637	-0.29
2638	-0.27
2639	-0.245
2640	-0.225
2641	-0.225
2642	-0.205
2643	-0.22
2644	-0.195
2645	-0.185
2646	-0.175
2647	-0.18
2648	-0.19
2649	-0.195
2650	-0.185
2651	-0.19
2652	-0.2
2653	-0.195
2654	-0.22
2655	-0.24
2656	-0.24
2657	-0.24
2658	-0.23
2659	-0.235
2660	-0.24
2661	-0.265
2662	-0.265
2663	-0.255
2664	-0.255
2665	-0.26
2666	-0.265
2667	-0.27
2668	-0.28
2669	-0.265
2670	-0.25
2671	-0.27
2672	-0.28
2673	-0.29
2674	-0.28
2675	-0.275
2676	-0.28
2677	-0.275
2678	-0.28
2679	-0.29
2680	-0.295
2681	-0.29
2682	-0.3
2683	-0.28
2684	-0.3
2685	-0.295
2686	-0.295
2687	-0.28
2688	-0.28
2689	-0.28
2690	-0.29
2691	-0.3
2692	-0.275
2693	-0.27
2694	-0.275
2695	-0.285
2696	-0.285
2697	-0.29
2698	-0.275
2699	-0.28
2700	-0.265
2701	-0.27
2702	-0.29
2703	-0.3
2704	-0.275
2705	-0.285
2706	-0.27
2707	-0.275
2708	-0.28
2709	-0.285
2710	-0.28
2711	-0.265
2712	-0.27
2713	-0.26
2714	-0.275
2715	-0.28
2716	-0.275
2717	-0.255
2718	-0.245
2719	-0.245
2720	-0.265
2721	-0.285
2722	-0.275
2723	-0.275
2724	-0.255
2725	-0.255
2726	-0.255
2727	-0.27
2728	-0.265
2729	-0.255
2730	-0.235
2731	-0.23
2732	-0.235
2733	-0.25
2734	-0.235
2735	-0.205
2736	-0.175
2737	-0.155
2738	-0.16
2739	-0.16
2740	-0.16
2741	-0.155
2742	-0.15
2743	-0.14
2744	-0.115
2745	-0.105
2746	-0.08
2747	-0.07
2748	-0.055
2749	-0.045
2750	-0.045
2751	-0.055
2752	-0.05
2753	-0.065
2754	-0.07
2755	-0.07
2756	-0.08
2757	-0.1
2758	-0.12
2759	-0.16
2760	-0.195
2761	-0.25
2762	-0.29
2763	-0.315
2764	-0.315
2765	-0.32
2766	-0.295
2767	-0.31
2768	-0.32
2769	-0.315
2770	-0.315
2771	-0.295
2772	-0.275
2773	-0.28
2774	-0.29
2775	-0.315
2776	-0.295
2777	-0.29
2778	-0.29
2779	-0.275
2780	-0.29
2781	-0.3
2782	-0.29
2783	-0.275
2784	-0.265
2785	-0.255
2786	-0.265
2787	-0.29
2788	-0.295
2789	-0.285
2790	-0.255
2791	-0.22
2792	-0.155
2793	-0.075
2794	0.06
2795	0.21
2796	0.38
2797	0.555
2798	0.745
2799	0.915
2800	1.065
2801	1.165
2802	1.25
2803	1.22
2804	1.095
2805	0.93
2806	0.795
2807	0.68
2808	0.57
2809	0.41
2810	0.275
2811	0.195
2812	0.13
2813	0.035
2814	-0.055
2815	-0.13
2816	-0.195
2817	-0.255
2818	-0.31
2819	-0.345
2820	-0.37
2821	-0.405
2822	-0.425
2823	-0.44
2824	-0.45
2825	-0.45
2826	-0.45
2827	-0.465
2828	-0.46
2829	-0.48
2830	-0.46
2831	-0.445
2832	-0.43
2833	-0.435
2834	-0.45
2835	-0.465
2836	-0.46
2837	-0.45
2838	-0.445
2839	-0.43
2840	-0.44
2841	-0.44
2842	-0.455
2843	-0.43
2844	-0.44
2845	-0.435
2846	-0.435
2847	-0.445
2848	-0.445
2849	-0.435
2850	-0.435
2851	-0.435
2852	-0.445
2853	-0.44
2854	-0.435
2855	-0.43
2856	-0.43
2857	-0.44
2858	-0.44
2859	-0.435
2860	-0.435
2861	-0.43
2862	-0.42
2863	-0.43
2864	-0.44
2865	-0.44
2866	-0.445
2867	-0.435
2868	-0.41
2869	-0.415
2870	-0.415
2871	-0.43
2872	-0.415
2873	-0.405
2874	-0.39
2875	-0.38
2876	-0.385
2877	-0.395
2878	-0.385
2879	-0.36
2880	-0.33
2881	-0.32
2882	-0.31
2883	-0.31
2884	-0.31
2885	-0.28
2886	-0.245
2887	-0.225
2888	-0.21
2889	-0.205
2890	-0.195
2891	-0.165
2892	-0.15
2893	-0.14
2894	-0.135
2895	-0.115
2896	-0.11
2897	-0.095
2898	-0.095
2899	-0.105
2900	-0.11
2901	-0.115
2902	-0.105
2903	-0.11
2904	-0.11
2905	-0.125
2906	-0.14
2907	-0.15
2908	-0.155
2909	-0.15
2910	-0.155
2911	-0.17
2912	-0.175
2913	-0.19
2914	-0.18
2915	-0.17
2916	-0.175
2917	-0.175
2918	-0.19
2919	-0.21
2920	-0.2
2921	-0.2
2922	-0.195
2923	-0.2
2924	-0.215
2925	-0.22
2926	-0.225
2927	-0.215
2928	-0.195
2929	-0.22
2930	-0.205
2931	-0.23
2932	-0.23
2933	-0.22
2934	-0.215
2935	-0.215
2936	-0.23
2937	-0.25
2938	-0.24
2939	-0.23
2940	-0.22
2941	-0.215
2942	-0.23
2943	-0.23
2944	-0.22
2945	-0.225
2946	-0.23
2947	-0.23
2948	-0.22
2949	-0.23
2950	-0.23
2951	-0.225
2952	-0.215
2953	-0.22
2954	-0.22
2955	-0.225
2956	-0.225
2957	-0.21
2958	-0.215
2959	-0.21
2960	-0.215
2961	-0.215
2962	-0.215
2963	-0.21
2964	-0.2
2965	-0.215
2966	-0.225
2967	-0.23
2968	-0.215
2969	-0.2
2970	-0.205
2971	-0.205
2972	-0.2
2973	-0.215
2974	-0.195
2975	-0.19
2976	-0.175
2977	-0.19
2978	-0.21
2979	-0.22
2980	-0.215
2981	-0.195
2982	-0.19
2983	-0.185
2984	-0.175
2985	-0.15
2986	-0.115
2987	-0.095
2988	-0.09
2989	-0.11
2990	-0.12
2991	-0.13
2992	-0.11
2993	-0.07
2994	-0.05
2995	-0.04
2996	-0.035
2997	-0.05
2998	-0.04
2999	-0.005
3000	0.01
3001	0
3002	-0.02
3003	-0.045
3004	-0.045
3005	-0.04
3006	-0.055
3007	-0.09
3008	-0.16
3009	-0.22
3010	-0.27
3011	-0.26
3012	-0.265
3013	-0.265
3014	-0.275
3015	-0.29
3016	-0.28
3017	-0.285
3018	-0.27
3019	-0.255
3020	-0.265
3021	-0.265
3022	-0.26
3023	-0.26
3024	-0.26
3025	-0.26
3026	-0.265
3027	-0.265
3028	-0.245
3029	-0.235
3030	-0.23
3031	-0.22
3032	-0.225
3033	-0.245
3034	-0.225
3035	-0.215
3036	-0.205
3037	-0.205
3038	-0.23
3039	-0.245
3040	-0.225
3041	-0.19
3042	-0.105
3043	0.025
3044	0.2
3045	0.39
3046	0.615
3047	0.83
3048	1.005
3049	1.13
3050	1.21
3051	1.27
3052	1.32
3053	1.275
3054	1.145
3055	0.97
3056	0.84
3057	0.715
3058	0.55
3059	0.41
3060	0.31
3061	0.235
3062	0.155
3063	0.04
3064	-0.06
3065	-0.14
3066	-0.185
3067	-0.24
3068	-0.29
3069	-0.35
3070	-0.37
3071	-0.37
3072	-0.385
3073	-0.405
3074	-0.43
3075	-0.435
3076	-0.43
3077	-0.43
3078	-0.43
3079	-0.42
3080	-0.435
3081	-0.435
3082	-0.43
3083	-0.42
3084	-0.395
3085	-0.405
3086	-0.405
3087	-0.42
3088	-0.415
3089	-0.39
3090	-0.38
3091	-0.395
3092	-0.41
3093	-0.42
3094	-0.415
3095	-0.405
3096	-0.385
3097	-0.39
3098	-0.415
3099	-0.42
3100	-0.415
3101	-0.395
3102	-0.39
3103	-0.39
3104	-0.4
3105	-0.44
3106	-0.445
3107	-0.42
3108	-0.405
3109	-0.415
3110	-0.41
3111	-0.425
3112	-0.425
3113	-0.42
3114	-0.405
3115	-0.42
3116	-0.43
3117	-0.43
3118	-0.43
3119	-0.42
3120	-0.405
3121	-0.4
3122	-0.41
3123	-0.405
3124	-0.39
3125	-0.38
3126	-0.365
3127	-0.345
3128	-0.335
3129	-0.33
3130	-0.315
3131	-0.305
3132	-0.28
3133	-0.275
3134	-0.27
3135	-0.27
3136	-0.25
3137	-0.225
3138	-0.205
3139	-0.195
3140	-0.18
3141	-0.185
3142	-0.16
3143	-0.135
3144	-0.11
3145	-0.1
3146	-0.1
3147	-0.105
3148	-0.11
3149	-0.1
3150	-0.08
3151	-0.095
3152	-0.095
3153	-0.125
3154	-0.115
3155	-0.11
3156	-0.115
3157	-0.115
3158	-0.125
3159	-0.155
3160	-0.15
3161	-0.135
3162	-0.145
3163	-0.145
3164	-0.15
3165	-0.165
3166	-0.175
3167	-0.17
3168	-0.18
3169	-0.185
3170	-0.2
3171	-0.2
3172	-0.195
3173	-0.19
3174	-0.2
3175	-0.19
3176	-0.2
3177	-0.205
3178	-0.205
3179	-0.205
3180	-0.195
3181	-0.2
3182	-0.215
3183	-0.225
3184	-0.225
3185	-0.22
3186	-0.225
3187	-0.235
3188	-0.235
3189	-0.23
3190	-0.215
3191	-0.215
3192	-0.21
3193	-0.21
3194	-0.215
3195	-0.225
3196	-0.21
3197	-0.205
3198	-0.2
3199	-0.215
3200	-0.225
3201	-0.235
3202	-0.23
3203	-0.215
3204	-0.195
3205	-0.195
3206	-0.205
3207	-0.23
3208	-0.225
3209	-0.215
3210	-0.205
3211	-0.21
3212	-0.225
3213	-0.23
3214	-0.215
3215	-0.22
3216	-0.225
3217	-0.23
3218	-0.225
3219	-0.22
3220	-0.22
3221	-0.205
3222	-0.205
3223	-0.21
3224	-0.215
3225	-0.225
3226	-0.22
3227	-0.22
3228	-0.22
3229	-0.215
3230	-0.22
3231	-0.23
3232	-0.215
3233	-0.2
3234	-0.205
3235	-0.205
3236	-0.215
3237	-0.205
3238	-0.18
3239	-0.145
3240	-0.12
3241	-0.12
3242	-0.135
3243	-0.145
3244	-0.125
3245	-0.095
3246	-0.065
3247	-0.045
3248	-0.05
3249	-0.05
3250	-0.035
3251	-0.02
3252	0
3253	-0.01
3254	-0.035
3255	-0.05
3256	-0.065
3257	-0.05
3258	-0.06
3259	-0.09
3260	-0.13
3261	-0.19
3262	-0.235
3263	-0.26
3264	-0.28
3265	-0.285
3266	-0.3
3267	-0.3
3268	-0.295
3269	-0.295
3270	-0.27
3271	-0.265
3272	-0.27
3273	-0.29
3274	-0.29
3275	-0.285
3276	-0.275
3277	-0.27
3278	-0.27
3279	-0.285
3280	-0.275
3281	-0.255
3282	-0.25
3283	-0.245
3284	-0.255
3285	-0.27
3286	-0.26
3287	-0.255
3288	-0.255
3289	-0.25
3290	-0.27
3291	-0.28
3292	-0.24
3293	-0.17
3294	-0.03
3295	0.13
3296	0.305
3297	0.5
3298	0.725
3299	0.94
3300	1.1
3301	1.215
3302	1.26
3303	1.2
3304	1.065
3305	0.93
3306	0.8
3307	0.66
3308	0.495
3309	0.34
3310	0.235
3311	0.195
3312	0.17
3313	0.085
3314	-0.025
3315	-0.13
3316	-0.195
3317	-0.25
3318	-0.305
3319	-0.355
3320	-0.395
3321	-0.42
3322	-0.42
3323	-0.425
3324	-0.44
3325	-0.44
3326	-0.46
3327	-0.455
3328	-0.46
3329	-0.45
3330	-0.435
3331	-0.44
3332	-0.45
3333	-0.45
3334	-0.44
3335	-0.425
3336	-0.41
3337	-0.42
3338	-0.435
3339	-0.44
3340	-0.43
3341	-0.425
3342	-0.415
3343	-0.425
3344	-0.425
3345	-0.425
3346	-0.42
3347	-0.41
3348	-0.405
3349	-0.415
3350	-0.42
3351	-0.425
3352	-0.435
3353	-0.43
3354	-0.425
3355	-0.41
3356	-0.425
3357	-0.425
3358	-0.425
3359	-0.425
3360	-0.43
3361	-0.44
3362	-0.44
3363	-0.43
3364	-0.425
3365	-0.42
3366	-0.405
3367	-0.41
3368	-0.425
3369	-0.41
3370	-0.415
3371	-0.405
3372	-0.41
3373	-0.395
3374	-0.4
3375	-0.405
3376	-0.385
3377	-0.365
3378	-0.345
3379	-0.33
3380	-0.325
3381	-0.32
3382	-0.31
3383	-0.29
3384	-0.28
3385	-0.265
3386	-0.26
3387	-0.27
3388	-0.245
3389	-0.22
3390	-0.19
3391	-0.17
3392	-0.16
3393	-0.17
3394	-0.155
3395	-0.14
3396	-0.125
3397	-0.13
3398	-0.125
3399	-0.125
3400	-0.11
3401	-0.105
3402	-0.11
3403	-0.11
3404	-0.12
3405	-0.125
3406	-0.14
3407	-0.135
3408	-0.13
3409	-0.15
3410	-0.155
3411	-0.18
3412	-0.185
3413	-0.18
3414	-0.165
3415	-0.175
3416	-0.2
3417	-0.2
3418	-0.2
3419	-0.21
3420	-0.19
3421	-0.21
3422	-0.21
3423	-0.21
3424	-0.22
3425	-0.21
3426	-0.21
3427	-0.225
3428	-0.22
3429	-0.235
3430	-0.225
3431	-0.215
3432	-0.22
3433	-0.235
3434	-0.245
3435	-0.26
3436	-0.25
3437	-0.245
3438	-0.255
3439	-0.255
3440	-0.255
3441	-0.255
3442	-0.25
3443	-0.25
3444	-0.24
3445	-0.245
3446	-0.245
3447	-0.245
3448	-0.25
3449	-0.245
3450	-0.235
3451	-0.235
3452	-0.245
3453	-0.245
3454	-0.245
3455	-0.245
3456	-0.24
3457	-0.265
3458	-0.25
3459	-0.265
3460	-0.245
3461	-0.23
3462	-0.23
3463	-0.24
3464	-0.25
3465	-0.265
3466	-0.255
3467	-0.245
3468	-0.23
3469	-0.235
3470	-0.235
3471	-0.25
3472	-0.245
3473	-0.235
3474	-0.24
3475	-0.24
3476	-0.255
3477	-0.27
3478	-0.25
3479	-0.245
3480	-0.25
3481	-0.24
3482	-0.26
3483	-0.26
3484	-0.265
3485	-0.245
3486	-0.24
3487	-0.245
3488	-0.24
3489	-0.24
3490	-0.24
3491	-0.22
3492	-0.21
3493	-0.19
3494	-0.17
3495	-0.18
3496	-0.165
3497	-0.15
3498	-0.15
3499	-0.175
3500	-0.175
3501	-0.165
3502	-0.125
3503	-0.095
3504	-0.07
3505	-0.065
3506	-0.075
3507	-0.07
3508	-0.06
3509	-0.03
3510	-0.025
3511	-0.035
3512	-0.055
3513	-0.075
3514	-0.065
3515	-0.07
3516	-0.095
3517	-0.115
3518	-0.16
3519	-0.22
3520	-0.255
3521	-0.28
3522	-0.28
3523	-0.29
3524	-0.31
3525	-0.32
3526	-0.31
3527	-0.295
3528	-0.295
3529	-0.295
3530	-0.305
3531	-0.305
3532	-0.295
3533	-0.28
3534	-0.275
3535	-0.28
3536	-0.29
3537	-0.305
3538	-0.285
3539	-0.275
3540	-0.275
3541	-0.265
3542	-0.255
3543	-0.265
3544	-0.265
3545	-0.26
3546	-0.245
3547	-0.245
3548	-0.26
3549	-0.27
3550	-0.265
3551	-0.23
3552	-0.17
3553	-0.07
3554	0.07
3555	0.23
3556	0.41
3557	0.58
3558	0.75
3559	0.88
3560	1.005
3561	1.105
3562	1.19
3563	1.245
3564	1.2
3565	1.065
3566	0.905
3567	0.76
3568	0.66
3569	0.53
3570	0.375
3571	0.235
3572	0.135
3573	0.075
3574	0
3575	-0.085
3576	-0.155
3577	-0.22
3578	-0.26
3579	-0.3
3580	-0.33
3581	-0.355
3582	-0.39
3583	-0.41
3584	-0.445
3585	-0.45
3586	-0.45
3587	-0.445
3588	-0.46
3589	-0.455
3590	-0.465
3591	-0.47
3592	-0.445
3593	-0.435
3594	-0.435
3595	-0.43
3596	-0.445
3597	-0.435
3598	-0.435
3599	-0.415
